id,name,region,subregion_or_pdo_pgi,cultivars,harvest_year,category,color,fruitiness_intensity,bitterness_intensity,pungency_intensity,aroma_notes,taste_notes,defects,processing,filtration,acidity_pct,awards,description
INT-000523,Lesvos Hills • Corsica,Corsica,Corsica,Picholine,2023.9829791377158,EVOO,golden,5.946090372333436,4.084710142797503,3.782697157430719,ripe tomato;dried herbs;almond,soft;rounded;subtle heat,none,"two-phase, cold",filtered,0.37758306929807567,—,Gentle island blend with ripe fruit notes; friendly for desserts and light sautés.
INT-000750,Peloponnesian Grove • Irbid,Irbid,Ajloun,Manzanilla,2024.0419699168995,EVOO,deep green-gold,8.286412624236412,5.276938435713832,6.678104849530607,green apple;fresh-cut grass;tomato leaf;artichoke,balanced;slightly peppery;almond finish,none,cold-extracted <27°C,filtered,0.2476363758207133,—,Koroneiki from Messinia with bright green fruitiness and a peppery finish; ideal for salads and grilled fish.
INT-000427,Cretan Ridge • Catamarca,Catamarca,La Rioja,Picholine,2024.0589413201903,EVOO,vibrant green,9.2,7.2,8.183582263155175,rocket;artichoke;green almond;oregano,robust;spicy;lingering pepper,none,"three-phase mill, nitrogen blanket",filtered,0.22312092974301714,NYIOOC 2024 Gold (fictional),Powerful Cretan profile with high fruitiness and pungency; stands up to roasted meats.
INT-000042,Messinian Classic • Marrakech-Safi,Marrakech-Safi,Marrakech-Safi,Picual,2024.0198020794544,EVOO,green-gold,7.047183996401075,6.542299118164204,7.6618081527402495,artichoke;arugula;green almond,assertive;peppery;structured,none,cold-extracted,filtered,0.2637103277908138,—,Quintessential Messinian Koroneiki; assertive but balanced; for red sauces and grills.
INT-000496,Laconian Peaks • Judean Hills,Judean Hills,Galilee,Manzanilla,2023.9916483447914,EVOO,bright green,7.599159492019796,4.834193801753176,6.046018181181579,green banana;wild herbs;chicory,gentle bitterness;clean;long aftertaste,none,"two-phase mill, cold",unfiltered,0.2574956577173297,—,"Athinolia brings elegance and floral notes, softened by Koroneiki; versatile everyday oil."
INT-000109,Arcadian Orchard • Catalonia,Catalonia,Valencia,Hojiblanca,2024.0917778016221,EVOO,golden,6.089681746200991,3.6825614044186152,4.181065058163375,ripe pear;chamomile;almond,buttery;gentle bitterness,none,cold extraction,filtered,0.3596157115978793,—,Approachable blend suited for everyday cooking and baking.
INT-000345,Saronic Shores • Corsica,Corsica,Languedoc,Coratina,2023.8764893669945,EVOO,golden-green,5.920957287434075,3.8997776336546712,4.101140984730037,ripe apple;herbs;almond,smooth;gentle bitterness,none,cold extraction,filtered,0.3630200045966799,—,"Attica blend, approachable and smooth for everyday use."
INT-000057,Chalkidiki Grove • Taza,Taza,Taza,Mission,2023.9743546301447,EVOO,green,7.381187710816967,4.849765844305337,6.268375610518937,fresh grass;green apple;thyme,balanced;crisp;clean finish,none,"two-phase, cold",filtered,0.33846093295858154,—,Northern Greek blend with bright aromatics and tidy finish; great with greens pies.
INT-000260,Arcadian Orchard • Irbid,Irbid,Ajloun,Barnea,2023.995469401432,EVOO,golden,5.920662275477999,4.704329385679203,4.539735170167166,ripe pear;chamomile;almond,buttery;gentle bitterness,none,cold extraction,filtered,0.43131867383709604,—,Approachable blend suited for everyday cooking and baking.
INT-000480,Phthiotis Vale • Umbria,Umbria,Sicily,Taggiasca,2024.0151603285778,EVOO,golden,4.8,3.4108465808850372,3.449838281298372,ripe apple;dried herb;almond,soft;low bitterness;light heat,none,cold extraction,filtered,0.4003683328930914,—,"Gentle mainland blend with friendly, ripe flavor profile."
INT-000626,Kefalonian Bay • O'Higgins,O'Higgins,O'Higgins,Arbosana,2023.9416610647727,EVOO,golden-green,6.714954083743848,4.544847880048673,5.696192640250829,ripe apple;oregano;almond,round;mildly peppery,none,cold extraction,filtered,0.32629197951284,—,Island blend leaning ripe and round; table‑friendly and forgiving.
INT-000228,Thassos Throumpa • Koura,Koura,Akkar,Picholine,2023.9738733657607,EVOO,golden,5.227109087047646,3.119320588861401,4.337968365568543,ripe olive;dried almond;hay,mellow;sweet entry;light pepper,none,cold extraction,unfiltered,0.4625,—,Soft island profile with ripe notes; ideal for pastries and mellow dishes.
INT-000213,Thassos Throumpa • Kairouan,Kairouan,Kairouan,Leccino,2024.0000866885446,EVOO,golden,4.8,2.8997747777530405,3.8893051182643608,ripe olive;dried almond;hay,mellow;sweet entry;light pepper,none,cold extraction,unfiltered,0.4625,—,Soft island profile with ripe notes; ideal for pastries and mellow dishes.
INT-000594,Arcadian Orchard • Irbid,Irbid,Irbid,Chetoui,2023.9840653021267,EVOO,golden,5.604934030935445,4.258200698437604,4.795877747707511,ripe pear;chamomile;almond,buttery;gentle bitterness,none,cold extraction,filtered,0.4023959235891091,—,Approachable blend suited for everyday cooking and baking.
INT-000333,Makri Heritage • Mendoza,Mendoza,Catamarca,Leccino,2023.9542461401368,EVOO,emerald green,8.07418357300031,4.489311468042125,5.874297856977363,tomato leaf;green pepper;fresh herbs,crisply bitter;vivid pepper,none,"cold extraction, decanter",unfiltered,0.2992883277320022,—,"Distinct Makri cultivar, tomato‑leaf aromas and vibrant pepper; superb for bruschetta."
INT-000025,Mytilene Estate • Ajloun,Ajloun,Ajloun,Mission,2024.04762897663,EVOO,golden-green,6.123635037722201,3.752875679777212,3.349253851144626,ripe tomato;oregano;dried fig,rounded;pleasant;light pepper,none,"two-phase, cold",filtered,0.4522052930593728,—,Classically soft Kolovi suitable for mild salads.
INT-000781,Sitia Sunrise • Mendoza,Mendoza,Catamarca,Arbequina,2024.0387152258725,EVOO,bright green,8.084007704139754,5.8795524106406445,7.245611828634437,green tomato;artichoke;nettle,firm bitterness;spicy tail,none,"three-phase, inert gas",filtered,0.1875,—,High‑energy Sitia EVOO with classic Cretan grassiness; for soups and grilled octopus.
INT-000352,Tsounati Mountain • Colchagua,Colchagua,Maule,Frantoio,2023.9268947068435,EVOO,deep green,8.514610454538795,5.7259700553027235,7.946011746357272,wild greens;artichoke;oregano,bold bitterness;strong pepper,none,"cold extraction, two-phase",unfiltered,0.2209962685424528,—,Mountain Tsounati with intense pepper and wild herb character.
INT-000357,Lesvos Hills • Mendoza,Mendoza,La Rioja,Chetoui,2023.9710485461426,EVOO,golden,6.434588995430909,4.132218725298161,4.5496882159661345,ripe tomato;dried herbs;almond,soft;rounded;subtle heat,none,"two-phase, cold",filtered,0.44172364338747516,—,Gentle island blend with ripe fruit notes; friendly for desserts and light sautés.
INT-000052,Cretan Ridge • Akkar,Akkar,Akkar,Arbosana,2024.0746263683845,EVOO,vibrant green,9.2,6.854010797260576,8.25,rocket;artichoke;green almond;oregano,robust;spicy;lingering pepper,none,"three-phase mill, nitrogen blanket",filtered,0.2097919578780984,NYIOOC 2024 Gold (fictional),Powerful Cretan profile with high fruitiness and pungency; stands up to roasted meats.
INT-000332,Mytilene Estate • Provence,Provence,Provence,Chemlali,2024.074727208701,EVOO,golden-green,5.974907716783682,3.148327198710639,3.868231500193723,ripe tomato;oregano;dried fig,rounded;pleasant;light pepper,none,"two-phase, cold",filtered,0.3916288936721862,—,Classically soft Kolovi suitable for mild salads.
INT-000734,Tsounati Mountain • Alentejo,Alentejo,Beira Interior,Koroneiki,2024.0172033227448,EVOO,deep green,8.239916313837865,6.0424554725569415,8.25,wild greens;artichoke;oregano,bold bitterness;strong pepper,none,"cold extraction, two-phase",unfiltered,0.26894781861199235,—,Mountain Tsounati with intense pepper and wild herb character.
INT-000630,Olympia Fields • Judean Hills,Judean Hills,Galilee,Taggiasca,2024.1101370882332,EVOO,green-gold,7.7124522725232705,5.2896494408796695,5.542397237778138,fresh-cut grass;green almond;citrus zest,balanced;clean;medium pepper,none,three-phase,filtered,0.31299158586157494,—,Clean classic profile; versatile on legumes and grilled vegetables.
INT-000502,Zakynthos Grove • Fès-Meknès,Fès-Meknès,Marrakech-Safi,Hojiblanca,2024.0528305159714,EVOO,green,7.159522079733003,5.3059261444209795,6.206055075692536,green banana;parsley;pepper leaf,fresh;medium body;clean heat,none,two-phase,unfiltered,0.33140132530691196,—,Lively island Koroneiki with green banana and clean peppery lift.
INT-000335,Nestos Riverbank • Zgharta,Zgharta,Zgharta,Manzanilla,2024.0324728541573,EVOO,green,6.866485680912399,4.78518026783235,6.811714334783727,green tomato;rocket;peppercorn,firm;spicy;clean finish,none,"cold, inert gas",filtered,0.247138697274066,—,Thracian blend with zesty tomato‑leaf and spicy finish.
INT-000286,Mytilene Estate • Maule,Maule,O'Higgins,Coratina,2024.0070969967553,EVOO,golden-green,6.1045418600547,4.70173792398619,3.879074126302724,ripe tomato;oregano;dried fig,rounded;pleasant;light pepper,none,"two-phase, cold",filtered,0.4008932090144776,—,Classically soft Kolovi suitable for mild salads.
19,Nestos Riverbank,Thrace,Xanthi,Makri;Koroneiki,2024.0,EVOO,green,7.0,5.0,7.0,green tomato;rocket;peppercorn,firm;spicy;clean finish,none,"cold, inert gas",filtered,0.27,—,Thracian blend with zesty tomato‑leaf and spicy finish.
INT-000585,Kefalonian Bay • Maule,Maule,Colchagua,Chemlali,2023.9672790437257,EVOO,golden-green,5.2016759755185875,4.061372433082568,4.07633460501508,ripe apple;oregano;almond,round;mildly peppery,none,cold extraction,filtered,0.4229384647141132,—,Island blend leaning ripe and round; table‑friendly and forgiving.
INT-000749,Tsounati Mountain • Mendoza,Mendoza,Catamarca,Barnea,2023.9863556033063,EVOO,deep green,7.896983818832098,6.230699169256701,8.25,wild greens;artichoke;oregano,bold bitterness;strong pepper,none,"cold extraction, two-phase",unfiltered,0.2661670132684083,—,Mountain Tsounati with intense pepper and wild herb character.
INT-000084,Argolic Breeze • Sicily,Sicily,Umbria,Chetoui,2024.0387587478408,EVOO,golden-green,6.4659533875071995,3.2459906272877785,3.121186743963861,ripe apple;pear;chamomile,mild;buttery;light pepper,none,cold-extracted <27°C,filtered,0.36363763822951034,—,Classic Manaki with mild bitterness and delicate aromas; great for baking and white cheeses.
INT-000062,Mytilene Estate • Napa,Napa,San Joaquin,Leccino,2024.0143656666894,EVOO,golden-green,5.68275670674439,4.228078674826783,4.310620950125759,ripe tomato;oregano;dried fig,rounded;pleasant;light pepper,none,"two-phase, cold",filtered,0.39716903327886677,—,Classically soft Kolovi suitable for mild salads.
INT-000463,Arcadian Orchard • O'Higgins,O'Higgins,Maule,Mission,2023.9606129624106,EVOO,golden,5.606520924790315,3.9579900020821253,3.9554351918855315,ripe pear;chamomile;almond,buttery;gentle bitterness,none,cold extraction,filtered,0.35150123607305606,—,Approachable blend suited for everyday cooking and baking.
INT-000292,Olympia Fields • Wairarapa,Wairarapa,Wairarapa,Taggiasca,2024.026921952437,EVOO,green-gold,6.660099718220937,5.244360580555849,5.585873097197646,fresh-cut grass;green almond;citrus zest,balanced;clean;medium pepper,none,three-phase,filtered,0.314101352344899,—,Clean classic profile; versatile on legumes and grilled vegetables.
INT-000448,Arcadian Orchard • Colchagua,Colchagua,Maule,Cornicabra,2023.907403208349,EVOO,golden,5.932344478047623,4.029455826070487,3.8452372422430297,ripe pear;chamomile;almond,buttery;gentle bitterness,none,cold extraction,filtered,0.3730443501623861,—,Approachable blend suited for everyday cooking and baking.
INT-000183,Arcadian Orchard • Zgharta,Zgharta,Zgharta,Picual,2024.0091524571264,EVOO,golden,6.061043268814786,3.807717381297196,4.130681399297631,ripe pear;chamomile;almond,buttery;gentle bitterness,none,cold extraction,filtered,0.411353395598533,—,Approachable blend suited for everyday cooking and baking.
INT-000550,Kefalonian Bay • New South Wales,New South Wales,New South Wales,Frantoio,2023.990944754013,EVOO,golden-green,5.440069950361114,3.899993588009779,5.224795658665349,ripe apple;oregano;almond,round;mildly peppery,none,cold extraction,filtered,0.36438200077893895,—,Island blend leaning ripe and round; table‑friendly and forgiving.
INT-000501,Cretan Ridge • Beira Interior,Beira Interior,Beira Interior,Barnea,2023.925160707461,EVOO,vibrant green,8.713683570466825,6.176680057610054,8.25,rocket;artichoke;green almond;oregano,robust;spicy;lingering pepper,none,"three-phase mill, nitrogen blanket",filtered,0.23812279526546132,NYIOOC 2024 Gold (fictional),Powerful Cretan profile with high fruitiness and pungency; stands up to roasted meats.
INT-000224,Peloponnesian Grove • Hawke's Bay,Hawke's Bay,Wairarapa,Taggiasca,2024.0534917178468,EVOO,deep green-gold,7.575047070378946,5.980569436165318,7.212401876095917,green apple;fresh-cut grass;tomato leaf;artichoke,balanced;slightly peppery;almond finish,none,cold-extracted <27°C,filtered,0.2710980758329752,—,Koroneiki from Messinia with bright green fruitiness and a peppery finish; ideal for salads and grilled fish.
INT-000425,Argolic Breeze • Sousse,Sousse,Kairouan,Chemlali,2023.9669479377915,EVOO,golden-green,6.609228283396856,2.961713352194422,3.269047454299665,ripe apple;pear;chamomile,mild;buttery;light pepper,none,cold-extracted <27°C,filtered,0.3275699096467584,—,Classic Manaki with mild bitterness and delicate aromas; great for baking and white cheeses.
INT-000468,Makri Heritage • Galilee,Galilee,Galilee,Mission,2024.0816696789352,EVOO,emerald green,7.7902602042130225,5.498000854074932,6.292972899868323,tomato leaf;green pepper;fresh herbs,crisply bitter;vivid pepper,none,"cold extraction, decanter",unfiltered,0.2884922775581549,—,"Distinct Makri cultivar, tomato‑leaf aromas and vibrant pepper; superb for bruschetta."
INT-000320,Corfiot Lianolia • Andalusia,Andalusia,Andalusia,Cornicabra,2024.0918875323662,EVOO,green-gold,7.079382136858706,3.9612390131868924,4.374102398754171,green walnut;wild fennel;apple skin,silky;fresh;medium pepper,none,cold-extracted,filtered,0.3526421575704908,—,Elegant Corfiot oil with herbal lift; shines on steamed vegetables and fish.
INT-000329,Chalkidiki Grove • Liguria,Liguria,Liguria,Cornicabra,2023.9225527601225,EVOO,green,6.806158657976034,4.942770663263953,6.554317866101889,fresh grass;green apple;thyme,balanced;crisp;clean finish,none,"two-phase, cold",filtered,0.32952663077776045,—,Northern Greek blend with bright aromatics and tidy finish; great with greens pies.
INT-000444,Zakynthos Grove • Puglia,Puglia,Puglia,Manzanilla,2023.9955543970927,EVOO,green,6.570117544758975,4.860682729694356,6.343116077363178,green banana;parsley;pepper leaf,fresh;medium body;clean heat,none,two-phase,unfiltered,0.3217629563629014,—,Lively island Koroneiki with green banana and clean peppery lift.
INT-000494,Lesvos Hills • Provence,Provence,Corsica,Manzanilla,2024.051183463506,EVOO,golden,5.753640837005368,3.350428904830114,4.8005874037520675,ripe tomato;dried herbs;almond,soft;rounded;subtle heat,none,"two-phase, cold",filtered,0.4044572633569691,—,Gentle island blend with ripe fruit notes; friendly for desserts and light sautés.
INT-000177,Olympia Fields • Aydın,Aydın,Aydın,Picholine,2024.0063033284646,EVOO,green-gold,6.824539427037664,5.010127014494032,5.834823611051745,fresh-cut grass;green almond;citrus zest,balanced;clean;medium pepper,none,three-phase,filtered,0.2683301305184178,—,Clean classic profile; versatile on legumes and grilled vegetables.
INT-000677,Mytilene Estate • Hawke's Bay,Hawke's Bay,Wairarapa,Mission,2024.019172545608,EVOO,golden-green,6.1925968440651475,4.447035545236727,3.0487188552307014,ripe tomato;oregano;dried fig,rounded;pleasant;light pepper,none,"two-phase, cold",filtered,0.4042368347398219,—,Classically soft Kolovi suitable for mild salads.
INT-000364,Lesvos Hills • Sousse,Sousse,Sousse,Chemlali,2024.0042057410235,EVOO,golden,6.562557489554139,3.730404688062854,4.077491018768744,ripe tomato;dried herbs;almond,soft;rounded;subtle heat,none,"two-phase, cold",filtered,0.41570892740149223,—,Gentle island blend with ripe fruit notes; friendly for desserts and light sautés.
